
2025-09-29T13:08:27.479Z,NSE:SBIN,750.00,946.75,26.23
2025-09-29T13:08:27.487Z,NSE:TCS,3300.00,4269.53,29.38
2025-09-29T13:08:27.492Z,NSE:SBIN,1008.77,1124.83,11.51
2025-09-29T13:08:27.498Z,NSE:ACC,1757.68,2065.08,17.49
2025-09-29T13:08:27.500Z,NSE:TCS,4269.53,5520.34,29.30
2025-09-29T13:08:27.502Z,NSE:INFY,1606.35,1919.57,19.50
2025-09-29T13:08:27.504Z,NSE:ACC,2065.08,2326.81,12.67
2025-09-29T13:08:27.507Z,NSE:INFY,2053.28,2662.40,29.67
2025-09-29T13:08:27.509Z,NSE:INFY,2662.40,3296.03,23.80
2025-09-29T13:08:27.510Z,NSE:INFY,3296.03,4251.47,28.99
2025-09-29T13:08:27.512Z,NSE:ACC,2411.14,3059.09,26.87
2025-09-29T13:08:27.513Z,NSE:ACC,3059.09,3575.15,16.87
2025-09-29T13:08:27.516Z,NSE:TCS,4554.25,5124.29,12.52
2025-09-29T13:08:27.518Z,NSE:ACC,3575.15,4327.45,21.04
2025-09-29T13:08:27.519Z,NSE:ACC,4327.45,5006.29,15.69
2025-09-29T13:08:27.520Z,NSE:ACC,5006.29,6261.83,25.08
2025-09-29T13:08:27.523Z,NSE:TCS,5124.29,6557.10,27.96
2025-09-29T13:08:27.527Z,NSE:INFY,4251.47,4867.70,14.49
2025-09-29T13:08:27.534Z,NSE:TCS,7621.47,9118.79,19.65
2025-09-29T13:08:27.538Z,NSE:TCS,9118.79,11586.96,27.07
2025-09-29T13:08:27.541Z,NSE:ACC,6365.63,7183.48,12.85
2025-09-29T13:08:27.543Z,NSE:ACC,7183.48,8714.84,21.32
2025-09-29T13:08:27.551Z,NSE:INFY,5152.40,6237.54,21.06
2025-09-29T13:08:27.554Z,NSE:ACC,8714.84,10535.52,20.89
2025-09-29T13:08:27.555Z,NSE:INFY,6237.54,8057.50,29.18
2025-09-29T13:08:27.557Z,NSE:INFY,8057.50,9339.23,15.91
2025-09-29T13:08:27.559Z,NSE:ACC,10535.52,13297.87,26.22
2025-09-29T13:08:27.560Z,NSE:INFY,9339.23,12100.86,29.57
2025-09-29T13:08:27.562Z,NSE:TCS,11677.89,13464.49,15.30
2025-09-29T13:08:27.567Z,NSE:ACC,13678.25,15988.73,16.89
2025-09-29T13:08:27.568Z,NSE:INFY,12100.86,13772.32,13.81
2025-09-29T13:08:27.569Z,NSE:SBIN,1163.64,1315.80,13.08
2025-09-29T13:08:27.570Z,NSE:SBIN,1315.80,1503.94,14.30
2025-09-29T13:08:27.571Z,NSE:TCS,13464.49,15611.32,15.94
2025-09-29T13:08:27.573Z,NSE:INFY,13772.32,17476.10,26.89
2025-09-29T13:08:27.575Z,NSE:INFY,17476.10,19256.10,10.19
2025-09-29T13:08:27.587Z,NSE:SBIN,1474.46,1892.37,28.34
2025-09-29T13:08:27.593Z,NSE:INFY,20955.77,25251.99,20.50
2025-09-29T13:08:27.657Z,NSE:SBIN,1892.37,2400.32,26.84
2025-09-29T13:08:27.676Z,NSE:TCS,15098.42,17684.29,17.13
2025-09-29T13:08:27.722Z,NSE:SBIN,2419.76,2814.87,16.33
2025-09-29T13:08:27.780Z,NSE:INFY,25251.99,32462.96,28.56
2025-09-29T13:08:27.830Z,NSE:ACC,15099.87,16971.30,12.39
2025-09-29T13:08:27.837Z,NSE:SBIN,2569.53,3089.29,20.23
2025-09-29T13:08:27.840Z,NSE:SBIN,3089.29,3964.91,28.34
2025-09-29T13:08:27.845Z,NSE:ACC,16971.30,19710.51,16.14
2025-09-29T13:08:27.854Z,NSE:SBIN,4312.15,5037.41,16.82
2025-09-29T13:08:27.860Z,NSE:TCS,17684.29,20006.96,13.13
2025-09-29T13:08:27.863Z,NSE:INFY,29390.61,33692.30,14.64
2025-09-29T13:08:27.872Z,NSE:TCS,20006.96,25012.04,25.02
2025-09-29T13:08:27.876Z,NSE:INFY,33692.30,39480.84,17.18
2025-09-29T13:08:27.880Z,NSE:ACC,18876.88,22818.51,20.88
2025-09-29T13:08:27.893Z,NSE:ACC,22818.51,28636.54,25.50
2025-09-29T13:08:27.896Z,NSE:SBIN,4342.75,5539.50,27.56
2025-09-29T13:08:27.911Z,NSE:SBIN,5539.50,6153.58,11.09
2025-09-29T13:08:27.913Z,NSE:TCS,25012.04,30819.60,23.22
2025-09-29T13:08:27.926Z,NSE:ACC,28636.54,34500.35,20.48
2025-09-29T13:08:27.945Z,NSE:SBIN,6153.58,7507.92,22.01
2025-09-29T13:08:27.961Z,NSE:TCS,30819.60,35172.12,14.12
2025-09-29T13:08:27.989Z,NSE:TCS,35172.12,40309.74,14.61
2025-09-29T13:08:27.994Z,NSE:SBIN,7292.42,8798.65,20.65
2025-09-29T13:08:27.996Z,NSE:INFY,35540.87,45270.75,27.38
2025-09-29T13:08:28.027Z,NSE:TCS,37264.80,43986.02,18.04
2025-09-29T13:08:28.040Z,NSE:SBIN,10849.00,12973.87,19.59
2025-09-29T13:08:28.043Z,NSE:TCS,47898.01,53340.11,11.36
2025-09-29T13:08:28.047Z,NSE:SBIN,12973.87,15760.66,21.48
2025-09-29T13:08:28.057Z,NSE:ACC,34666.05,38440.63,10.89
2025-09-29T13:08:28.058Z,NSE:ACC,38440.63,45705.61,18.90
2025-09-29T13:08:28.063Z,NSE:SBIN,16336.49,19529.17,19.54
2025-09-29T13:08:28.074Z,NSE:INFY,54237.58,62779.98,15.75
2025-09-29T13:08:28.078Z,NSE:ACC,41835.46,50742.08,21.29
2025-09-29T13:08:28.091Z,NSE:TCS,53340.11,61404.64,15.12
2025-09-29T13:08:28.127Z,NSE:INFY,64967.08,82379.95,26.80
2025-09-29T13:08:28.142Z,NSE:SBIN,20726.00,26842.39,29.51
2025-09-29T13:08:28.144Z,NSE:INFY,82379.95,92215.54,11.94
2025-09-29T13:08:28.145Z,NSE:TCS,61404.64,69234.33,12.75
2025-09-29T13:08:28.157Z,NSE:INFY,92215.54,114131.99,23.77
2025-09-29T13:08:28.159Z,NSE:SBIN,26842.39,30028.43,11.87
2025-09-29T13:08:28.160Z,NSE:TCS,75093.13,87399.77,16.39
2025-09-29T13:08:28.175Z,NSE:TCS,87399.77,103226.52,18.11
2025-09-29T13:08:28.176Z,NSE:INFY,115515.23,135591.26,17.38
2025-09-29T13:08:28.178Z,NSE:INFY,135591.26,160995.84,18.74
2025-09-29T13:08:28.193Z,NSE:INFY,158939.16,186313.23,17.22
2025-09-29T13:08:28.195Z,NSE:SBIN,30028.43,38134.13,26.99
2025-09-29T13:08:28.196Z,NSE:ACC,52559.95,64896.45,23.47
2025-09-29T13:08:28.211Z,NSE:ACC,64896.45,79172.82,22.00
2025-09-29T13:08:28.213Z,NSE:SBIN,38699.95,44479.51,14.93
2025-09-29T13:08:28.226Z,NSE:TCS,103226.52,114701.40,11.12
2025-09-29T13:08:28.239Z,NSE:ACC,79172.82,100209.70,26.57
2025-09-29T13:08:28.244Z,NSE:INFY,237047.25,269944.61,13.88
2025-09-29T13:08:28.246Z,NSE:SBIN,41288.80,52337.28,26.76
2025-09-29T13:08:28.255Z,NSE:TCS,117219.36,133667.33,14.03
2025-09-29T13:08:28.261Z,NSE:TCS,133667.33,160216.66,19.86
2025-09-29T13:08:28.276Z,NSE:TCS,155381.73,197385.64,27.03
2025-09-29T13:08:28.277Z,NSE:INFY,243242.66,271240.21,11.51
2025-09-29T13:08:28.279Z,NSE:TCS,197385.64,218373.25,10.63
2025-09-29T13:08:28.290Z,NSE:TCS,197031.54,228758.18,16.10
2025-09-29T13:08:28.292Z,NSE:TCS,228758.18,256520.67,12.14
2025-09-29T13:08:28.294Z,NSE:SBIN,55452.80,67234.49,21.25
2025-09-29T13:08:28.323Z,NSE:ACC,97064.21,112115.62,15.51
2025-09-29T13:08:28.325Z,NSE:SBIN,67234.49,84960.19,26.36
2025-09-29T13:08:28.339Z,NSE:TCS,256520.67,294246.26,14.71
2025-09-29T13:08:28.356Z,NSE:TCS,267349.30,343833.86,28.61
2025-09-29T13:08:28.361Z,NSE:ACC,107152.24,129458.75,20.82
2025-09-29T13:08:28.372Z,NSE:INFY,247637.77,307533.12,24.19
2025-09-29T13:08:28.387Z,NSE:ACC,135311.70,157111.29,16.11
2025-09-29T13:08:28.393Z,NSE:SBIN,103965.59,130051.87,25.09
2025-09-29T13:08:28.396Z,NSE:TCS,343833.86,420497.98,22.30
2025-09-29T13:08:28.407Z,NSE:SBIN,137221.38,162834.70,18.67
2025-09-29T13:08:28.413Z,NSE:ACC,167506.70,205928.08,22.94
2025-09-29T13:08:28.426Z,NSE:TCS,420497.98,499513.23,18.79
2025-09-29T13:08:28.428Z,NSE:INFY,280152.25,346333.46,23.62
2025-09-29T13:08:28.445Z,NSE:INFY,346333.46,436058.72,25.91
2025-09-29T13:08:28.458Z,NSE:TCS,499513.23,602106.88,20.54
2025-09-29T13:08:28.460Z,NSE:TCS,602106.88,749098.12,24.41
2025-09-29T13:08:28.478Z,NSE:SBIN,162834.70,198656.02,22.00
2025-09-29T13:08:28.492Z,NSE:ACC,217853.30,280583.38,28.79
2025-09-29T13:08:28.495Z,NSE:SBIN,198656.02,220538.68,11.02
2025-09-29T13:08:28.505Z,NSE:INFY,436058.72,549979.00,26.12
2025-09-29T13:08:28.510Z,NSE:ACC,280583.38,326394.52,16.33
2025-09-29T13:08:28.522Z,NSE:SBIN,220538.68,262037.19,18.82
2025-09-29T13:08:28.525Z,NSE:SBIN,262037.19,335283.49,27.95
2025-09-29T13:08:28.528Z,NSE:TCS,685119.78,850500.75,24.14
2025-09-29T13:08:28.556Z,NSE:INFY,549979.00,681502.30,23.91
2025-09-29T13:08:28.590Z,NSE:ACC,304064.56,338795.91,11.42
2025-09-29T13:08:28.595Z,NSE:SBIN,337539.39,418971.12,24.13
2025-09-29T13:08:28.608Z,NSE:SBIN,418971.12,522919.72,24.81
2025-09-29T13:08:28.611Z,NSE:SBIN,559548.81,717579.31,28.24
2025-09-29T13:08:28.613Z,NSE:TCS,834045.04,951223.46,14.05
2025-09-29T13:08:28.628Z,NSE:ACC,347316.66,446289.36,28.50
2025-09-29T13:08:28.643Z,NSE:SBIN,717579.31,794931.72,10.78
2025-09-29T13:08:28.645Z,NSE:ACC,447295.61,512417.62,14.56
2025-09-29T13:08:28.660Z,NSE:INFY,722790.60,863722.10,19.50
2025-09-29T13:08:28.673Z,NSE:TCS,1010221.12,1132283.81,12.08
2025-09-29T13:08:28.677Z,NSE:SBIN,807608.14,1004946.85,24.43
2025-09-29T13:08:28.679Z,NSE:INFY,927431.19,1187788.35,28.07
2025-09-29T13:08:28.693Z,NSE:ACC,457162.84,511056.37,11.79
2025-09-29T13:08:28.694Z,NSE:TCS,1132283.81,1458262.88,28.79
